AÑO,ALCALDIA,POBLACION,MEAN_DIST,EST_TOTAL,ZOC_DIST
1973,Benito Juárez,640831.7,532.4563988,5,2972.01485
1974,Benito Juárez,627124.6,532.4563988,5,2972.01485
1975,Benito Juárez,613417.5,532.4563988,5,2972.01485
1976,Benito Juárez,599710.4,532.4563988,5,2972.01485
1977,Benito Juárez,586003.3,532.4563988,5,2972.01485
1978,Benito Juárez,572296.2,532.4563988,5,2972.01485
1979,Benito Juárez,558589.1,532.4563988,5,2972.01485
1980,Benito Juárez,544882,408.2853513,9,2972.01485
1981,Benito Juárez,531174.9,408.2853513,9,2972.01485
1982,Benito Juárez,517467.8,408.2853513,9,2972.01485
1983,Benito Juárez,503760.7,361.7821663,10,2972.01485
1984,Benito Juárez,490053.6,361.7821663,10,2972.01485
1985,Benito Juárez,476346.5,334.0145734,13,2972.01485
1986,Benito Juárez,462639.4,334.0145734,13,2972.01485
1987,Benito Juárez,448932.3,317.6557399,13,2972.01485
1988,Benito Juárez,435225.2,303.7629453,13,2972.01485
1989,Benito Juárez,421518.1,303.7629453,13,2972.01485
1990,Benito Juárez,407811,303.7629453,13,2972.01485
1991,Benito Juárez,400240,303.7629453,13,2972.01485
1992,Benito Juárez,392669,303.7629453,13,2972.01485
1993,Benito Juárez,385098,303.7629453,13,2972.01485
1994,Benito Juárez,377527,303.7479439,13,2972.01485
1995,Benito Juárez,369956,303.7479439,13,2972.01485
1996,Benito Juárez,368060.4,303.7479439,13,2972.01485
1997,Benito Juárez,366164.8,303.7479439,13,2972.01485
1998,Benito Juárez,364269.2,303.7479439,13,2972.01485
1999,Benito Juárez,362373.6,303.7479439,13,2972.01485
2000,Benito Juárez,360478,303.7479439,13,2972.01485
2001,Benito Juárez,359385.8,303.7479439,13,2972.01485
2002,Benito Juárez,358293.6,303.7479439,13,2972.01485
2003,Benito Juárez,357201.4,303.7479439,13,2972.01485
2004,Benito Juárez,356109.2,303.7479439,13,2972.01485
2005,Benito Juárez,355017,265.3094622,23,2972.01485
2006,Benito Juárez,361101.4,265.3094622,23,2972.01485
2007,Benito Juárez,367185.8,265.3094622,23,2972.01485
2008,Benito Juárez,373270.2,206.4026609,30,2972.01485
2009,Benito Juárez,379354.6,206.4026609,30,2972.01485
2010,Benito Juárez,385439,206.4026609,30,2972.01485
2011,Benito Juárez,391834.4,206.336099,32,2972.01485
2012,Benito Juárez,398229.8,180.7706575,39,2972.01485
2013,Benito Juárez,404625.2,180.7706575,39,2972.01485
2014,Benito Juárez,411020.6,180.7706575,39,2972.01485
2015,Benito Juárez,417416,180.7706575,39,2972.01485
2016,Benito Juárez,420763.4,180.7706575,39,2972.01485
2017,Benito Juárez,424110.8,180.7706575,39,2972.01485
2018,Benito Juárez,427458.2,180.7706575,39,2972.01485
2019,Benito Juárez,430805.6,180.7706575,39,2972.01485
2020,Benito Juárez,434153,180.7706575,39,2972.01485
2021,Benito Juárez,437500.4,178.3818785,44,2972.01485
1969,Cuauhtémoc,1.06E+06,361.7680021,8,3945.344605
1970,Cuauhtémoc,1.03E+06,278.233174,24,3945.344605
1971,Cuauhtémoc,1.01E+06,278.233174,24,3945.344605
1972,Cuauhtémoc,990201.4,278.233174,24,3945.344605
1973,Cuauhtémoc,968299.1,278.233174,24,3945.344605
1974,Cuauhtémoc,946396.8,278.233174,24,3945.344605
1975,Cuauhtémoc,924494.5,278.233174,24,3945.344605
1976,Cuauhtémoc,902592.2,278.233174,24,3945.344605
1977,Cuauhtémoc,880689.9,278.233174,24,3945.344605
1978,Cuauhtémoc,858787.6,272.1221462,24,3945.344605
1979,Cuauhtémoc,836885.3,264.9715158,24,3945.344605
1980,Cuauhtémoc,814983,261.5248503,25,3945.344605
1981,Cuauhtémoc,793080.7,261.5248503,25,3945.344605
1982,Cuauhtémoc,771178.4,249.8107378,25,3945.344605
1983,Cuauhtémoc,749276.1,249.8107378,25,3945.344605
1984,Cuauhtémoc,727373.8,249.8107378,25,3945.344605
1985,Cuauhtémoc,705471.5,249.8107378,25,3945.344605
1986,Cuauhtémoc,683569.2,249.7098319,25,3945.344605
1987,Cuauhtémoc,661666.9,238.4846048,28,3945.344605
1988,Cuauhtémoc,639764.6,228.4623078,30,3945.344605
1989,Cuauhtémoc,617862.3,228.4623078,30,3945.344605
1990,Cuauhtémoc,595960,228.4623078,30,3945.344605
1991,Cuauhtémoc,584844.4,228.4623078,30,3945.344605
1992,Cuauhtémoc,573728.8,228.4623078,30,3945.344605
1993,Cuauhtémoc,562613.2,228.4623078,30,3945.344605
1994,Cuauhtémoc,551497.6,218.9624975,38,3945.344605
1995,Cuauhtémoc,540382,218.9624975,38,3945.344605
1996,Cuauhtémoc,535545.8,218.9624975,38,3945.344605
1997,Cuauhtémoc,530709.6,218.9624975,38,3945.344605
1998,Cuauhtémoc,525873.4,218.9624975,38,3945.344605
1999,Cuauhtémoc,521037.2,207.0498236,43,3945.344605
2000,Cuauhtémoc,516201,207.0498236,43,3945.344605
2001,Cuauhtémoc,517230.4,207.0498236,43,3945.344605
2002,Cuauhtémoc,518259.8,207.0498236,43,3945.344605
2003,Cuauhtémoc,519289.2,207.0498236,43,3945.344605
2004,Cuauhtémoc,520318.6,207.0498236,43,3945.344605
2005,Cuauhtémoc,521348,182.8486305,59,3945.344605
2006,Cuauhtémoc,523444.6,182.8486305,59,3945.344605
2007,Cuauhtémoc,525541.2,182.8486305,59,3945.344605
2008,Cuauhtémoc,527637.8,170.1422942,60,3945.344605
2009,Cuauhtémoc,529734.4,170.1422942,60,3945.344605
2010,Cuauhtémoc,531831,170.1422942,60,3945.344605
2011,Cuauhtémoc,531975.4,167.5543568,75,3945.344605
2012,Cuauhtémoc,532119.8,156.3917761,101,3945.344605
2013,Cuauhtémoc,532264.2,156.3917761,101,3945.344605
2014,Cuauhtémoc,532408.6,156.3917761,101,3945.344605
2015,Cuauhtémoc,532553,156.3917761,101,3945.344605
2016,Cuauhtémoc,535219.2,156.3917761,101,3945.344605
2017,Cuauhtémoc,537885.4,156.3917761,101,3945.344605
2018,Cuauhtémoc,540551.6,140.8347613,118,3945.344605
2019,Cuauhtémoc,543217.8,140.8347613,118,3945.344605
2020,Cuauhtémoc,545884,140.8347613,118,3945.344605
2021,Cuauhtémoc,548550.2,140.8347613,118,3945.344605
1969,Miguel Hidalgo,692875.4,2670.775642,0,7276.256864
1970,Miguel Hidalgo,679256,1702.311185,7,7276.256864
1971,Miguel Hidalgo,665636.6,1702.311185,7,7276.256864
1972,Miguel Hidalgo,652017.2,1203.002114,7,7276.256864
1973,Miguel Hidalgo,638397.8,1203.002114,7,7276.256864
1974,Miguel Hidalgo,624778.4,1203.002114,7,7276.256864
1975,Miguel Hidalgo,611159,1203.002114,7,7276.256864
1976,Miguel Hidalgo,597539.6,1203.002114,7,7276.256864
1977,Miguel Hidalgo,583920.2,1203.002114,7,7276.256864
1978,Miguel Hidalgo,570300.8,1203.002114,7,7276.256864
1979,Miguel Hidalgo,556681.4,1203.002114,7,7276.256864
1980,Miguel Hidalgo,543062,1203.002114,7,7276.256864
1981,Miguel Hidalgo,529442.6,1203.002114,7,7276.256864
1982,Miguel Hidalgo,515823.2,1203.002114,7,7276.256864
1983,Miguel Hidalgo,502203.8,1181.700656,7,7276.256864
1984,Miguel Hidalgo,488584.4,692.4465933,12,7276.256864
1985,Miguel Hidalgo,474965,690.9645801,14,7276.256864
1986,Miguel Hidalgo,461345.6,690.9645801,14,7276.256864
1987,Miguel Hidalgo,447726.2,690.9645801,14,7276.256864
1988,Miguel Hidalgo,434106.8,688.6107658,15,7276.256864
1989,Miguel Hidalgo,420487.4,688.6107658,15,7276.256864
1990,Miguel Hidalgo,406868,688.6107658,15,7276.256864
1991,Miguel Hidalgo,398374,688.6107658,15,7276.256864
1992,Miguel Hidalgo,389880,688.6107658,15,7276.256864
1993,Miguel Hidalgo,381386,688.6107658,15,7276.256864
1994,Miguel Hidalgo,372892,688.6107658,15,7276.256864
1995,Miguel Hidalgo,364398,688.6107658,15,7276.256864
1996,Miguel Hidalgo,362046.4,688.6107658,15,7276.256864
1997,Miguel Hidalgo,359694.8,688.6107658,15,7276.256864
1998,Miguel Hidalgo,357343.2,688.6107658,15,7276.256864
1999,Miguel Hidalgo,354991.6,688.6107658,15,7276.256864
2000,Miguel Hidalgo,352640,688.6107658,15,7276.256864
2001,Miguel Hidalgo,352818.8,688.6107658,15,7276.256864
2002,Miguel Hidalgo,352997.6,688.6107658,15,7276.256864
2003,Miguel Hidalgo,353176.4,688.6107658,15,7276.256864
2004,Miguel Hidalgo,353355.2,688.6107658,15,7276.256864
2005,Miguel Hidalgo,353534,687.5142045,15,7276.256864
2006,Miguel Hidalgo,357405,687.5142045,15,7276.256864
2007,Miguel Hidalgo,361276,687.5142045,15,7276.256864
2008,Miguel Hidalgo,365147,685.6279116,22,7276.256864
2009,Miguel Hidalgo,369018,685.6279116,22,7276.256864
2010,Miguel Hidalgo,372889,685.6279116,22,7276.256864
2011,Miguel Hidalgo,371199,685.6279116,22,7276.256864
2012,Miguel Hidalgo,369509,685.6279116,22,7276.256864
2013,Miguel Hidalgo,367819,685.6279116,22,7276.256864
2014,Miguel Hidalgo,366129,685.6279116,22,7276.256864
2015,Miguel Hidalgo,364439,685.6279116,22,7276.256864
2016,Miguel Hidalgo,374445.2,685.6279116,22,7276.256864
2017,Miguel Hidalgo,384451.4,685.6279116,22,7276.256864
2018,Miguel Hidalgo,394457.6,658.5984159,26,7276.256864
2019,Miguel Hidalgo,404463.8,658.5984159,26,7276.256864
2020,Miguel Hidalgo,414470,658.5984159,26,7276.256864
2021,Miguel Hidalgo,424476.2,658.5984159,26,7276.256864
1969,Venustiano Carranza,883490.8,571.2849267,8,13104.09377
1970,Venustiano Carranza,866164,571.2849267,8,13104.09377
1971,Venustiano Carranza,848837.2,571.2849267,8,13104.09377
1972,Venustiano Carranza,831510.4,571.2849267,8,13104.09377
1973,Venustiano Carranza,814183.6,571.2849267,8,13104.09377
1974,Venustiano Carranza,796856.8,571.2849267,8,13104.09377
1975,Venustiano Carranza,779530,571.2849267,8,13104.09377
1976,Venustiano Carranza,762203.2,571.2849267,8,13104.09377
1977,Venustiano Carranza,744876.4,571.2849267,8,13104.09377
1978,Venustiano Carranza,727549.6,571.2849267,8,13104.09377
1979,Venustiano Carranza,710222.8,571.2849267,8,13104.09377
1980,Venustiano Carranza,692896,571.2849267,8,13104.09377
1981,Venustiano Carranza,675569.2,394.4616584,16,13104.09377
1982,Venustiano Carranza,658242.4,382.4725981,18,13104.09377
1983,Venustiano Carranza,640915.6,382.4725981,18,13104.09377
1984,Venustiano Carranza,623588.8,381.7535225,19,13104.09377
1985,Venustiano Carranza,606262,381.7535225,19,13104.09377
1986,Venustiano Carranza,588935.2,381.7535225,19,13104.09377
1987,Venustiano Carranza,571608.4,346.3701458,25,13104.09377
1988,Venustiano Carranza,554281.6,346.3701458,25,13104.09377
1989,Venustiano Carranza,536954.8,346.3701458,25,13104.09377
1990,Venustiano Carranza,519628,346.3701458,25,13104.09377
1991,Venustiano Carranza,512827,264.5166343,25,13104.09377
1992,Venustiano Carranza,506026,264.5166343,25,13104.09377
1993,Venustiano Carranza,499225,264.5166343,25,13104.09377
1994,Venustiano Carranza,492424,262.4828643,25,13104.09377
1995,Venustiano Carranza,485623,262.4828643,25,13104.09377
1996,Venustiano Carranza,481059.6,262.4828643,25,13104.09377
1997,Venustiano Carranza,476496.2,262.4828643,25,13104.09377
1998,Venustiano Carranza,471932.8,262.4828643,25,13104.09377
1999,Venustiano Carranza,467369.4,234.9294158,30,13104.09377
2000,Venustiano Carranza,462806,234.4612588,30,13104.09377
2001,Venustiano Carranza,459736.6,234.4612588,30,13104.09377
2002,Venustiano Carranza,456667.2,234.4612588,30,13104.09377
2003,Venustiano Carranza,453597.8,234.4612588,30,13104.09377
2004,Venustiano Carranza,450528.4,234.4612588,30,13104.09377
2005,Venustiano Carranza,447459,234.4612588,30,13104.09377
2006,Venustiano Carranza,444162.8,234.4612588,30,13104.09377
2007,Venustiano Carranza,440866.6,234.4612588,30,13104.09377
2008,Venustiano Carranza,437570.4,230.0820568,30,13104.09377
2009,Venustiano Carranza,434274.2,230.0820568,30,13104.09377
2010,Venustiano Carranza,430978,230.0820568,30,13104.09377
2011,Venustiano Carranza,430235,230.0820568,30,13104.09377
2012,Venustiano Carranza,429492,222.1605638,41,13104.09377
2013,Venustiano Carranza,428749,210.2993071,46,13104.09377
2014,Venustiano Carranza,428006,210.2993071,46,13104.09377
2015,Venustiano Carranza,427263,210.2993071,46,13104.09377
2016,Venustiano Carranza,430551.2,210.2993071,46,13104.09377
2017,Venustiano Carranza,433839.4,210.2993071,46,13104.09377
2018,Venustiano Carranza,437127.6,210.2993071,46,13104.09377
2019,Venustiano Carranza,440415.8,210.2993071,46,13104.09377
2020,Venustiano Carranza,443704,209.5569713,50,13104.09377
2021,Venustiano Carranza,446992.2,208.8776435,51,13104.09377
1969,Cuajimalpa,30700,12926.41111,0,3640.804999
1970,Cuajimalpa,36200,11658.18174,0,3640.804999
1971,Cuajimalpa,41700,11658.18174,0,3640.804999
1972,Cuajimalpa,47200,10237.00493,0,3640.804999
1973,Cuajimalpa,52700,10237.00493,0,3640.804999
1974,Cuajimalpa,58200,10237.00493,0,3640.804999
1975,Cuajimalpa,63700,10237.00493,0,3640.804999
1976,Cuajimalpa,69200,10237.00493,0,3640.804999
1977,Cuajimalpa,74700,10237.00493,0,3640.804999
1978,Cuajimalpa,80200,10237.00493,0,3640.804999
1979,Cuajimalpa,85700,10237.00493,0,3640.804999
1980,Cuajimalpa,91200,10237.00493,0,3640.804999
1981,Cuajimalpa,93518.5,10237.00493,0,3640.804999
1982,Cuajimalpa,95837,10237.00493,0,3640.804999
1983,Cuajimalpa,98155.5,10237.00493,0,3640.804999
1984,Cuajimalpa,100474,8688.593039,0,3640.804999
1985,Cuajimalpa,102792.5,8688.593039,0,3640.804999
1986,Cuajimalpa,105111,8688.593039,0,3640.804999
1987,Cuajimalpa,107429.5,8688.593039,0,3640.804999
1988,Cuajimalpa,109748,8688.593039,0,3640.804999
1989,Cuajimalpa,112066.5,8688.593039,0,3640.804999
1990,Cuajimalpa,114385,8688.593039,0,3640.804999
1991,Cuajimalpa,118882.6,8688.593039,0,3640.804999
1992,Cuajimalpa,123380.2,8688.593039,0,3640.804999
1993,Cuajimalpa,127877.8,8688.593039,0,3640.804999
1994,Cuajimalpa,132375.4,8688.593039,0,3640.804999
1995,Cuajimalpa,136873,8688.593039,0,3640.804999
1996,Cuajimalpa,139742.8,8688.593039,0,3640.804999
1997,Cuajimalpa,142612.6,8688.593039,0,3640.804999
1998,Cuajimalpa,145482.4,8688.593039,0,3640.804999
1999,Cuajimalpa,148352.2,8688.593039,0,3640.804999
2000,Cuajimalpa,151222,8688.593039,0,3640.804999
2001,Cuajimalpa,155702.6,8688.593039,0,3640.804999
2002,Cuajimalpa,160183.2,8688.593039,0,3640.804999
2003,Cuajimalpa,164663.8,8688.593039,0,3640.804999
2004,Cuajimalpa,169144.4,8688.593039,0,3640.804999
2005,Cuajimalpa,173625,8688.593039,0,3640.804999
2006,Cuajimalpa,176178.2,8688.593039,0,3640.804999
2007,Cuajimalpa,178731.4,8688.593039,0,3640.804999
2008,Cuajimalpa,181284.6,8688.593039,0,3640.804999
2009,Cuajimalpa,183837.8,8688.593039,0,3640.804999
2010,Cuajimalpa,186391,8688.593039,0,3640.804999
2011,Cuajimalpa,188957.6,8688.593039,0,3640.804999
2012,Cuajimalpa,191524.2,8688.593039,0,3640.804999
2013,Cuajimalpa,194090.8,8688.593039,0,3640.804999
2014,Cuajimalpa,196657.4,8688.593039,0,3640.804999
2015,Cuajimalpa,199224,8688.593039,0,3640.804999
2016,Cuajimalpa,202916.4,8688.593039,0,3640.804999
2017,Cuajimalpa,206608.8,8688.593039,0,3640.804999
2018,Cuajimalpa,210301.2,8688.593039,0,3640.804999
2019,Cuajimalpa,213993.6,8688.593039,0,3640.804999
2020,Cuajimalpa,217686,8688.593039,0,3640.804999
2021,Cuajimalpa,221378.4,8688.593039,0,3640.804999
1969,Magdalena Contreras,65661.4,8388.374952,0,6611.208651
1970,Magdalena Contreras,75429,7100.842216,0,6611.208651
1971,Magdalena Contreras,85196.6,7100.842216,0,6611.208651
1972,Magdalena Contreras,94964.2,5711.845276,0,6611.208651
1973,Magdalena Contreras,104731.8,5711.845276,0,6611.208651
1974,Magdalena Contreras,114499.4,5711.845276,0,6611.208651
1975,Magdalena Contreras,124267,5711.845276,0,6611.208651
1976,Magdalena Contreras,134034.6,5711.845276,0,6611.208651
1977,Magdalena Contreras,143802.2,5711.845276,0,6611.208651
1978,Magdalena Contreras,153569.8,5711.845276,0,6611.208651
1979,Magdalena Contreras,163337.4,5711.845276,0,6611.208651
1980,Magdalena Contreras,173105,5711.845276,0,6611.208651
1981,Magdalena Contreras,175298.6,5711.845276,0,6611.208651
1982,Magdalena Contreras,177492.2,5711.845276,0,6611.208651
1983,Magdalena Contreras,179685.8,5711.845276,0,6611.208651
1984,Magdalena Contreras,181879.4,4659.765774,0,6611.208651
1985,Magdalena Contreras,184073,4659.765774,0,6611.208651
1986,Magdalena Contreras,186266.6,4659.765774,0,6611.208651
1987,Magdalena Contreras,188460.2,4659.765774,0,6611.208651
1988,Magdalena Contreras,190653.8,4659.765774,0,6611.208651
1989,Magdalena Contreras,192847.4,4659.765774,0,6611.208651
1990,Magdalena Contreras,195041,4659.765774,0,6611.208651
1991,Magdalena Contreras,198412.4,4659.765774,0,6611.208651
1992,Magdalena Contreras,201783.8,4659.765774,0,6611.208651
1993,Magdalena Contreras,205155.2,4659.765774,0,6611.208651
1994,Magdalena Contreras,208526.6,4659.765774,0,6611.208651
1995,Magdalena Contreras,211898,4659.765774,0,6611.208651
1996,Magdalena Contreras,213914.2,4659.765774,0,6611.208651
1997,Magdalena Contreras,215930.4,4659.765774,0,6611.208651
1998,Magdalena Contreras,217946.6,4659.765774,0,6611.208651
1999,Magdalena Contreras,219962.8,4659.765774,0,6611.208651
2000,Magdalena Contreras,221979,4659.765774,0,6611.208651
2001,Magdalena Contreras,223368.6,4659.765774,0,6611.208651
2002,Magdalena Contreras,224758.2,4659.765774,0,6611.208651
2003,Magdalena Contreras,226147.8,4659.765774,0,6611.208651
2004,Magdalena Contreras,227537.4,4659.765774,0,6611.208651
2005,Magdalena Contreras,228927,4659.765774,0,6611.208651
2006,Magdalena Contreras,230958.8,4659.765774,0,6611.208651
2007,Magdalena Contreras,232990.6,4659.765774,0,6611.208651
2008,Magdalena Contreras,235022.4,4659.765774,0,6611.208651
2009,Magdalena Contreras,237054.2,4659.765774,0,6611.208651
2010,Magdalena Contreras,239086,4659.765774,0,6611.208651
2011,Magdalena Contreras,240046,4659.765774,0,6611.208651
2012,Magdalena Contreras,241006,4659.765774,0,6611.208651
2013,Magdalena Contreras,241966,4659.765774,0,6611.208651
2014,Magdalena Contreras,242926,4659.765774,0,6611.208651
2015,Magdalena Contreras,243886,4659.765774,0,6611.208651
2016,Magdalena Contreras,244633.2,4659.765774,0,6611.208651
2017,Magdalena Contreras,245380.4,4659.765774,0,6611.208651
2018,Magdalena Contreras,246127.6,4659.765774,0,6611.208651
2019,Magdalena Contreras,246874.8,4659.765774,0,6611.208651
2020,Magdalena Contreras,247622,4659.765774,0,6611.208651
2021,Magdalena Contreras,248369.2,4659.765774,0,6611.208651
1969,Milpa Alta,31701.8,7134.879737,0,9337.687559
1970,Milpa Alta,33694,7134.879737,0,9337.687559
1971,Milpa Alta,35686.2,7134.879737,0,9337.687559
1972,Milpa Alta,37678.4,7134.879737,0,9337.687559
1973,Milpa Alta,39670.6,7134.879737,0,9337.687559
1974,Milpa Alta,41662.8,7134.879737,0,9337.687559
1975,Milpa Alta,43655,7134.879737,0,9337.687559
1976,Milpa Alta,45647.2,7134.879737,0,9337.687559
1977,Milpa Alta,47639.4,7134.879737,0,9337.687559
1978,Milpa Alta,49631.6,7134.879737,0,9337.687559
1979,Milpa Alta,51623.8,7134.879737,0,9337.687559
1980,Milpa Alta,53616,7134.879737,0,9337.687559
1981,Milpa Alta,54906.8,6583.377531,0,9337.687559
1982,Milpa Alta,56197.6,6583.377531,0,9337.687559
1983,Milpa Alta,57488.4,6583.377531,0,9337.687559
1984,Milpa Alta,58779.2,6583.377531,0,9337.687559
1985,Milpa Alta,60070,6583.377531,0,9337.687559
1986,Milpa Alta,61360.8,6583.377531,0,9337.687559
1987,Milpa Alta,62651.6,6430.373739,0,9337.687559
1988,Milpa Alta,63942.4,6430.373739,0,9337.687559
1989,Milpa Alta,65233.2,6430.373739,0,9337.687559
1990,Milpa Alta,66524,6430.373739,0,9337.687559
1991,Milpa Alta,70039.2,3277.613994,0,9337.687559
1992,Milpa Alta,73554.4,3277.613994,0,9337.687559
1993,Milpa Alta,77069.6,3277.613994,0,9337.687559
1994,Milpa Alta,80584.8,2963.790368,0,9337.687559
1995,Milpa Alta,84100,2963.790368,0,9337.687559
1996,Milpa Alta,87167.4,2963.790368,0,9337.687559
1997,Milpa Alta,90234.8,2963.790368,0,9337.687559
1998,Milpa Alta,93302.2,2963.790368,0,9337.687559
1999,Milpa Alta,96369.6,2963.790368,0,9337.687559
2000,Milpa Alta,99437,2963.790368,0,9337.687559
2001,Milpa Alta,102728.6,2963.790368,0,9337.687559
2002,Milpa Alta,106020.2,2963.790368,0,9337.687559
2003,Milpa Alta,109311.8,2963.790368,0,9337.687559
2004,Milpa Alta,112603.4,2963.790368,0,9337.687559
2005,Milpa Alta,115895,2963.790368,0,9337.687559
2006,Milpa Alta,118832.4,2963.790368,0,9337.687559
2007,Milpa Alta,121769.8,2963.790368,0,9337.687559
2008,Milpa Alta,124707.2,2963.7302,0,9337.687559
2009,Milpa Alta,127644.6,2963.7302,0,9337.687559
2010,Milpa Alta,130582,2963.7302,0,9337.687559
2011,Milpa Alta,132051,2963.7302,0,9337.687559
2012,Milpa Alta,133520,2075.581216,0,9337.687559
2013,Milpa Alta,134989,2075.581216,0,9337.687559
2014,Milpa Alta,136458,2075.581216,0,9337.687559
2015,Milpa Alta,137927,2075.581216,0,9337.687559
2016,Milpa Alta,140878.6,2075.581216,0,9337.687559
2017,Milpa Alta,143830.2,2075.581216,0,9337.687559
2018,Milpa Alta,146781.8,2075.581216,0,9337.687559
2019,Milpa Alta,149733.4,2075.581216,0,9337.687559
2020,Milpa Alta,152685,2075.581216,0,9337.687559
2021,Milpa Alta,155636.6,2048.884523,0,9337.687559
1969,Álvaro Obregón,438458.6,,0,
1970,Álvaro Obregón,456709,,0,
1971,Álvaro Obregón,474959.4,,0,
1972,Álvaro Obregón,493209.8,,1,
1973,Álvaro Obregón,511460.2,,1,
1974,Álvaro Obregón,529710.6,,1,
1975,Álvaro Obregón,547961,,1,
1976,Álvaro Obregón,566211.4,,1,
1977,Álvaro Obregón,584461.8,,1,
1978,Álvaro Obregón,602712.2,,1,
1979,Álvaro Obregón,620962.6,,1,
1980,Álvaro Obregón,639213,,1,
1981,Álvaro Obregón,639366.6,,1,
1982,Álvaro Obregón,639520.2,,1,
1983,Álvaro Obregón,639673.8,,2,
1984,Álvaro Obregón,639827.4,,2,
1985,Álvaro Obregón,639981,,3,
1986,Álvaro Obregón,640134.6,,3,
1987,Álvaro Obregón,640288.2,,3,
1988,Álvaro Obregón,640441.8,,3,
1989,Álvaro Obregón,640595.4,,3,
1990,Álvaro Obregón,640749,,3,
1991,Álvaro Obregón,647985.2,,3,
1992,Álvaro Obregón,655221.4,,3,
1993,Álvaro Obregón,662457.6,,3,
1994,Álvaro Obregón,669693.8,,3,
1995,Álvaro Obregón,676930,,3,
1996,Álvaro Obregón,678900.6,,3,
1997,Álvaro Obregón,680871.2,,3,
1998,Álvaro Obregón,682841.8,,3,
1999,Álvaro Obregón,684812.4,,3,
2000,Álvaro Obregón,686783,,3,
2001,Álvaro Obregón,690739.8,,3,
2002,Álvaro Obregón,694696.6,,3,
2003,Álvaro Obregón,698653.4,,3,
2004,Álvaro Obregón,702610.2,,3,
2005,Álvaro Obregón,706567,,8,
2006,Álvaro Obregón,710660.4,,8,
2007,Álvaro Obregón,714753.8,,8,
2008,Álvaro Obregón,718847.2,,8,
2009,Álvaro Obregón,722940.6,,8,
2010,Álvaro Obregón,727034,,8,
2011,Álvaro Obregón,731623.6,,8,
2012,Álvaro Obregón,736213.2,,8,
2013,Álvaro Obregón,740802.8,,8,
2014,Álvaro Obregón,745392.4,,8,
2015,Álvaro Obregón,749982,,8,
2016,Álvaro Obregón,751813,,8,
2017,Álvaro Obregón,753644,,8,
2018,Álvaro Obregón,755475,,8,
2019,Álvaro Obregón,757306,,8,
2020,Álvaro Obregón,759137,,8,
2021,Álvaro Obregón,760968,,8,